word,rootWord,sentimentTag,sentimentStrength,partOfSpeech,definition,exampleSentence,domain,relatedWords,isNegatable
cubaan,cuba,neutral,0,noun,Perbuatan mencuba; ujian atau dugaan.,Hidup ini penuh dengan cubaan.,general,"['ujian', 'dugaan', 'percubaan']",False
tempat,tempat,neutral,0,noun,Ruang atau kawasan tertentu; lokasi.,Ini tempat kelahiran saya.,general / geography,"['lokasi', 'kawasan', 'ruang']",False
penyangak,sangak,negative,-0.7,noun,Penjahat; orang yang berkelakuan buruk atau melakukan kejahatan.,Polis berjaya menangkap penyangak itu.,crime,"['penjahat', 'perompak', 'samseng']",False
area,area,neutral,0,noun,Kawasan; ruang. (Berasal dari bahasa Inggeris).,Area ini sangat bersih.,general,"['kawasan', 'ruang', 'tempat']",False
BIAR,biar,neutral,0,verb / conjunction,Membiarkan; membenarkan sesuatu berlaku.,Biarlah dia pergi.,general,"['benarkan', 'izinkan', 'lepaskan']",True
tu.,itu,neutral,0,demonstrative pronoun,"Singkatan untuk ""itu"", menunjukkan sesuatu yang jauh.",Baju tu cantik.,general,['itu'],False
bethollll,betul,positive,0.6,adjective / adverb,"Ejaan tidak formal atau slanga untuk ""betul"", bermaksud benar, tepat, atau betul-betul.",Apa yang awak cakap tu bethollll.,slang / general,"['betul', 'benar', 'tepat', 'sahih']",True
belakang,belakang,neutral,0,noun / adverb,Bahagian di sebalik sesuatu; arah bertentangan dengan hadapan.,Rumah saya di belakang sekolah.,spatial,['belakang'],False
mna?diam,"mana, diam",neutral,0,"interrogative pronoun, verb","Singkatan untuk ""mana?"" (di mana) dan ""diam"" (senyap, tidak bersuara). (Gabungan dua perkataan/ungkapan)",Dia mna?diam je dari tadi.,general,"['di mana', 'senyap', 'membisu']",True
"tu,",itu,neutral,0,demonstrative pronoun,"Singkatan untuk ""itu"", menunjukkan sesuatu yang jauh. (Dengan koma, menunjukkan jeda atau penyambung ayat)","Orang tu, dia kawan saya.",general,['itu'],False
jadi,jadi,neutral,0,verb / conjunction,Berlaku; terbentuk; berfungsi sebagai; oleh itu.,Apa yang akan jadi seterusnya?,general,"['berlaku', 'terbentuk', 'maka', 'oleh itu']",True
car,car,neutral,0,noun,Kenderaan bermotor; kereta. (Berasal dari bahasa Inggeris).,Dia membeli car baru semalam.,transport,"['kereta', 'kenderaan']",False
"lagi,",lagi,neutral,0,adverb,"Tambahan; masih; belum habis. (Dengan koma, menunjukkan jeda atau penyambung ayat)","Ada lagi, tak?",general,"['tambahan', 'masih', 'pula']",False
melintas,lintas,neutral,0,verb,Bergerak dari satu sisi ke sisi lain; menyeberang.,Seorang kanak-kanak melintas jalan.,general,"['menyeberang', 'merentasi']",True
kalo,kalau,neutral,0,conjunction,"Singkatan atau slanga untuk ""kalau"", bermaksud jika atau sekiranya.","Kalo hujan, kita tak jadi pergi.",general,"['kalau', 'jika', 'sekiranya']",False
digubal.,gubal,neutral,0,verb,"Dibentuk atau dirangka (biasanya undang-undang, dasar, dsb.).",Undang-undang baharu itu telah digubal.,politics / law,"['dibentuk', 'dirangka', 'dicipta']",True
<br>~,N/A,neutral,0,punctuation / formatting,"Simbol atau tag format (HTML break tag dan tilde), tidak mempunyai makna leksikal sebagai perkataan.",N/A,computing / general,[],False
S#@!,Sial,negative,-0.9,interjection,"Kata makian yang menunjukkan kemarahan atau kekecewaan, sering digunakan untuk mengelakkan perkataan sebenar.","S#@!, saya terlepas bas!",slang / general,"['Sial', 'celaka', 'damn']",False
UMNO,UMNO,neutral,0,noun (acronym for political party),"Singkatan kepada United Malays National Organisation, sebuah parti politik di Malaysia.",UMNO adalah salah satu parti politik tertua di Malaysia.,politics,"['parti', 'politik', 'BN']",False
lalu,lalu,neutral,0,verb / adverb / conjunction,Melepasi; kemudian; telah berlalu.,Dia lalu di hadapan rumah saya.,general,"['kemudian', 'lepas', 'kemudian']",True
vdo,video,neutral,0,noun,"Singkatan atau slanga untuk ""video"".",Mari kita tonton vdo itu.,technology / media,"['video', 'klip', 'rakaman']",False
gapake,pakai,neutral,0,verb phrase (colloquial),"Slanga/bahasa pasar (biasanya Indonesia atau utara Semenanjung) untuk ""tidak memakai"" atau ""tidak menggunakan"".",Dia gapake topi hari ni.,colloquial,"['tak pakai', 'tidak guna']",False
bgi,bagi,neutral,0,verb / preposition,"Singkatan untuk ""bagi"", bermaksud memberi atau untuk.",Tolong bgi saya buku itu.,general,"['beri', 'untuk']",True
taik,taik,negative,-0.7,noun / interjection,Najis; kotoran; juga digunakan sebagai kata makian.,Jangan cakap taik.,general / vulgar,"['najis', 'kotoran', 'sampah']",True
otak,otak,neutral,0,noun,Organ dalam kepala yang mengawal fungsi tubuh dan pemikiran.,Otak manusia sangat kompleks.,anatomy / general,"['akal', 'fikiran', 'minda']",False
Orang,orang,neutral,0,noun,Manusia; individu.,Orang ramai berkumpul di dataran.,general,"['manusia', 'individu', 'hamba']",False
Aku,aku,neutral,0,pronoun,Kata ganti nama diri pertama (lebih tidak formal berbanding 'saya').,Aku akan pergi ke sana esok.,general,"['saya', 'beta', 'patik']",False
panik,panik,negative,-0.6,adjective / verb,Keadaan cemas atau takut yang melampau.,Jangan panik apabila berdepan dengan masalah.,emotion / psychology,"['cemas', 'gelisah', 'takut']",True
last,last,neutral,0,adjective / adverb,Yang terakhir; penghujung. (Berasal dari bahasa Inggeris).,Ini peluang last saya.,general,"['akhir', 'penghujung', 'terakhir']",False
faham,faham,neutral,0,verb / adjective,Mengerti; mengetahui; memahami.,Adakah awak faham apa yang saya katakan?,cognitive,"['mengerti', 'tahu', 'memahami']",True
Bijak.,bijak,positive,0.8,adjective,Cerdas; pandai; pintar.,Dia sangat bijak dalam menyelesaikan masalah itu.,general,"['cerdik', 'pandai', 'pintar', 'arif', 'bodoh']",True
sorg2,seorang-seorang,neutral,0,adverb,"Bentuk ringkas/slanga bagi 'seorang-seorang', yang bermaksud sendiri-sendiri atau satu persatu.",Dia datang sorg2 tanpa ditemani sesiapa.,colloquial,"['sendiri', 'bersendirian']",False
hands...,hands,neutral,0,noun,Kata pinjaman dari bahasa Inggeris 'hands' yang bermaksud tangan; anggota badan dari pergelangan tangan hingga hujung jari.,Dia menggunakan hands beliau untuk memegang buku itu.,general,"['tangan', 'jari']",False
tu..tak,itu / tidak,neutral,0,demonstrative pronoun / adverb,Gabungan bentuk slanga 'itu' ('tu') dan 'tidak' ('tak'). Digunakan untuk merujuk sesuatu dan menyatakan penafian.,Benda tu tak boleh guna lagi.,colloquial,"['itu', 'tidak', 'bukan']",False
bahasa,bahasa,neutral,0,noun,Sistem bunyi dan perkataan yang digunakan oleh manusia untuk berkomunikasi.,Bahasa Melayu ialah bahasa rasmi Malaysia.,linguistics,"['lisan', 'tutur', 'perkataan', 'komunikasi']",False
Ak,aku,neutral,0,pronoun,Bentuk ringkas/slanga bagi perkataan 'aku' (saya).,Ak nak pergi sekarang.,colloquial,"['aku', 'saya', 'beta']",False
11,sebelas,neutral,0,numeral,Nombor selepas sepuluh; bilangan sebelas.,Dia mempunyai 11 biji epal.,mathematics,"['nombor', 'sebelas']",False
nma,nama,neutral,0,noun,"Bentuk singkatan/slanga bagi 'nama', yang bermaksud panggilan atau identiti sesuatu.",Apa nma awak?,colloquial,"['nama', 'identiti']",False
minda,minda,neutral,0,noun,"Bahagian dalaman seseorang yang berkaitan dengan pemikiran, perasaan, dan kehendak.",Jaga minda anda agar sentiasa positif.,psychology,"['otak', 'fikiran', 'jiwa', 'akal']",False
"bantai,dan",bantai / dan,negative,-0.6,verb / conjunction,'Bantai' bermaksud memukul atau menyerang dengan kasar; 'dan' ialah kata hubung yang menggabungkan dua perkara.,Dia bantai musuhnya dan melarikan diri.,general,"['pukul', 'serang', 'belasah', 'serta', 'lalu']",True
Respek,respek,positive,0.7,noun / verb,"Kata pinjaman dari bahasa Inggeris 'respect', yang bermaksud perasaan hormat atau penghargaan terhadap seseorang atau sesuatu.",Kita harus respek orang tua.,social,"['hormat', 'penghargaan', 'kagum', 'sanjung']",True
fitnah,fitnah,negative,-0.8,noun / verb,Tuduhan palsu yang dibuat untuk menjatuhkan nama baik seseorang.,Jangan sebarkan fitnah tentang sesiapa.,"social, law","['tuduhan', 'tohmahan', 'bohong', 'caci']",True
xdapat,tidak dapat,neutral,0,verb phrase / adverbial,Bentuk ringkas/slanga bagi 'tidak dapat' (tidak berupaya atau tidak memperoleh).,Dia xdapat datang ke majlis itu.,colloquial,"['tidak boleh', 'gagal']",False
keluarkan,keluar,neutral,0,verb,Meminta atau menyebabkan sesuatu keluar dari sesuatu tempat.,Tolong keluarkan barang dari kotak itu.,general,"['asingkan', 'alihkan', 'usir', 'masukkan']",True
lanyak,lanyak,negative,-0.7,verb,Memijak-mijak atau menekan-nekan dengan kuat; membelasah atau mengkritik dengan teruk.,Dia dilanyak oleh kumpulan samseng itu.,"colloquial, slang","['pijak', 'gilis', 'belasah', 'kritik']",True
do,do,neutral,0,particle / slang,"Partikel penegas atau penyoal dalam ayat, biasanya digunakan dalam bahasa percakapan. Juga boleh merujuk kepada kata kerja bantu 'do' dari bahasa Inggeris.",Buat sajalah do.,colloquial,"['lah', 'kah']",False
brenti,berhenti,neutral,0,verb,Bentuk ringkas/slanga bagi 'berhenti' (tidak bergerak lagi; tamat).,Dia brenti kerja semalam.,colloquial,"['berhenti', 'henti', 'tamat']",True
bagus...,bagus,positive,0.9,adjective,Baik; elok; cemerlang.,Prestasi dia sangat bagus.,general,"['baik', 'cemerlang', 'hebat', 'buruk']",True
depa,mereka,neutral,0,pronoun,Ganti nama diri ketiga jamak (mereka). (Dialek utara Semenanjung Malaysia),Depa semua dah sampai.,dialectal,"['mereka', 'dia orang']",False
no,no,negative,-0.3,adverb / exclamation,Ungkapan penolakan atau larangan; kata pinjaman dari bahasa Inggeris 'no'. Boleh juga singkatan untuk 'nombor'.,"No, saya tak nak pergi.",colloquial / general,"['tidak', 'bukan', 'jangan']",False
kaki,kaki,neutral,0,noun,Anggota badan dari lutut hingga ke hujung jari kaki; bahagian bawah sesuatu. Juga boleh bermaksud orang yang gemar melakukan sesuatu.,Dia berlari menggunakan kakinya.,anatomy / general / colloquial,"['tapak', 'tungkai', 'peminat']",False
gini,begini,neutral,0,adverb,Bentuk ringkas/slanga bagi 'begini' (seperti ini).,Buatlah gini.,colloquial,"['begini', 'macam ni']",False
mengaku,aku,neutral,0,verb,Memberitahu yang benar tentang sesuatu; mengakui.,Dia mengaku kesalahannya.,"general, law","['mengakui', 'bersetuju', 'menafikan']",True
bro,bro,neutral,0,noun (form of address),Panggilan ringkas dari bahasa Inggeris 'brother' (abang atau rakan lelaki).,"Apa khabar, bro?",colloquial,"['abang', 'kawan', 'brader']",False
besar...,besar,neutral,0,adjective,Tidak kecil; luas; penting.,Rumah itu sangat besar.,general,"['luas', 'agung', 'penting', 'kecil']",True
Kalu,kalau,neutral,0,conjunction,"Bentuk ringkas/slanga bagi 'kalau', yang bermaksud kata hubung yang menyatakan syarat.","Kalu hujan, kita tak jadi pergi.",colloquial,"['kalau', 'jika', 'andai']",False
tengok,tengok,neutral,0,verb,Melihat; memerhati.,Mari kita tengok filem itu.,general,"['lihat', 'pandang', 'tatap', 'perhati']",True
auwwww,auwwww,neutral,0,interjection,"Ungkapan bunyi yang menunjukkan pelbagai emosi seperti terkejut, geli, atau tertarik.","Auwwww, comelnya kucing tu!",colloquial,"['oh', 'wow', 'ah']",False
:'(,(emoji),negative,-0.5,emoticon,Emotikon yang menggambarkan wajah sedang menangis atau bersedih.,Saya sedih sangat :'(,digital communication,"['sedih', 'menangis', 'kecewa']",False
takkan,tidak akan,neutral,0,adverb,Bentuk ringkas/slanga bagi 'tidak akan' (mustahil akan berlaku).,Dia takkan datang.,colloquial,"['mustahil', 'tidak mungkin']",False
"kaca,",kaca,neutral,0,noun,"Bahan lutsinar yang keras dan rapuh, biasanya digunakan untuk tingkap atau cermin.",Tingkap itu diperbuat daripada kaca.,materials,"['cermin', 'tingkap', 'gelas']",False
adakah,ada,neutral,0,interrogative particle,Partikel yang digunakan untuk membentuk soalan ya/tidak.,Adakah anda bersetuju?,general,"['apakah', 'benarkah']",False
meningkat,tingkat,neutral,0,verb,Bertambah tinggi; bertambah baik atau buruk.,Harga barang kian meningkat.,general,"['bertambah', 'naik', 'melonjak', 'menurun']",True
..bacul...kalau,bacul / kalau,negative,-0.7,adjective / conjunction,'Bacul' bermaksud penakut atau pengecut; 'kalau' ialah kata hubung bersyarat.,Dia terlalu bacul kalau berdepan masalah.,general,"['pengecut', 'penakut', 'berani', 'jika', 'andai']",True
Lpas,lepas,neutral,0,verb / adverb / preposition,Bentuk ringkas/slanga bagi 'lepas' (sudah berlalu; kemudian; sesudah).,Lpas ni nak buat apa?,colloquial,"['sesudah', 'setelah', 'selesai']",False
tk,tidak,negative,-0.3,adverb,Bentuk ringkas/slanga bagi 'tidak' (kata sangkal).,Dia tk tahu.,colloquial,"['tidak', 'tak', 'bukan']",False
canne..,macam mana,neutral,0,interrogative pronoun / adverb,Bentuk ringkas/slanga bagi 'macam mana' (bagaimana).,Canne nak buat ni?,colloquial,"['bagaimana', 'macam mana']",False
dlm,dalam,neutral,0,preposition,Bentuk ringkas/slanga bagi 'dalam' (berada di ruang).,Buku itu ada dlm beg.,colloquial,"['dalam', 'di dalam']",False
be,be,neutral,0,verb,"Kata kerja bantu (modal verb) atau bentuk kata kerja 'be' dari bahasa Inggeris, sering digunakan dalam kod-suis atau slanga.",You just be yourself.,"colloquial, code-switching","['jadi', 'menjadi']",True
ja...,sahaja,neutral,0,particle,Bentuk ringkas/slanga bagi 'sahaja' (hanya).,Buat sikit ja.,colloquial,"['sahaja', 'hanya']",False
upahan,upah,neutral,0,noun,Sesuatu yang diberi sebagai bayaran untuk kerja atau perkhidmatan; orang yang bekerja untuk upah.,Dia hanyalah seorang pembunuh upahan.,"economics, general","['bayaran', 'gaji', 'pekerja', 'suruhan']",False
dirombak,rombak,neutral,0,verb,"Diubahsuai atau disusun semula secara besar-besaran (biasanya untuk organisasi, struktur, dll).",Kabinet kerajaan akan dirombak tidak lama lagi.,"politics, general","['diubah', 'disusun', 'diperbaharui']",True
syaitan,syaitan,negative,-0.9,noun,Makhluk jahat yang menggoda manusia untuk melakukan dosa; iblis.,Jangan ikut hasutan syaitan.,religion,"['iblis', 'hantu', 'jin', 'malaikat']",False
Mke,muka,neutral,0,noun,Bentuk ringkas/slanga bagi 'muka' (bahagian hadapan kepala).,Mke dia pucat.,colloquial,"['muka', 'wajah']",False
mencoba,cuba,neutral,0,verb,"Berusaha melakukan sesuatu; menguji. (Lebih biasa dalam Bahasa Indonesia, di Malaysia lebih kerap 'mencuba')",Dia sedang mencoba untuk menyelesaikan masalah itu.,general,"['mencuba', 'berusaha', 'menguji']",True
syurga😇,syurga,positive,0.9,noun,Tempat yang dijanjikan sebagai ganjaran baik di akhirat; tempat kebahagiaan abadi.,Setiap Muslim bercita-cita masuk syurga.,religion,"['firdaus', 'jannah', 'nirwana', 'neraka']",False
Phillipines..boleh,Filipina / boleh,neutral,0,proper noun / modal verb,'Phillipines' merujuk kepada negara Filipina; 'boleh' bermaksud dibenarkan atau mampu.,Saya pernah melawat Phillipines dan mereka boleh berbahasa Inggeris.,geography / general,"['Filipina', 'dapat', 'diizinkan']",True
balun,balun,negative,-0.6,verb,Memukul atau membelasah dengan kuat; mengkritik dengan hebat; makan dengan lahap.,Dia dibalun habis-habisan oleh pihak lawan.,colloquial,"['pukul', 'belasah', 'bantai', 'kritik', 'makan']",True
dadah.....,dadah,negative,-0.9,noun,Bahan terlarang yang menyebabkan ketagihan dan merosakkan kesihatan.,Penyalahgunaan dadah adalah jenayah serius.,"health, crime","['narkotik', 'ubat terlarang', 'candu']",False
"mampus,",mampus,negative,-0.8,verb / interjection,Mati (kata kasar); celaka.,Dia mampus dalam kemalangan itu.,"colloquial, grim","['mati', 'meninggal', 'celaka']",True
tahu...,tahu,neutral,0,kata kerja,Mempunyai pengetahuan tentang sesuatu; menyedari atau mengenali sesuatu.,Saya tahu dia tidak akan datang.,umum,"['faham', 'sedar', 'maklum']",True
ngam,ngam,positive,0.3,kata sifat,Sesuai sekali; tepat atau kena (bahasa pasar).,Baju ini ngam-ngam dengan saya.,"umum, informal","['sesuai', 'tepat', 'padan']",False
mmg,memang,neutral,0,kata keterangan,"Singkatan tidak rasmi kepada 'memang', bermaksud benar-benar; sungguh.",Dia mmg pandai. (Dia memang pandai.),"umum, informal","['sungguh', 'benar', 'betul']",False
Masalah,masalah,negative,-0.6,kata nama,Perkara atau keadaan yang menimbulkan kesukaran atau kekusutan; persoalan.,Kami menghadapi masalah kewangan.,umum,"['kesulitan', 'halangan', 'isu']",True
malangnya,malang,negative,-0.7,kata keterangan,Dengan keadaan yang tidak bernasib baik; sayangnya.,"Malangnya, dia gagal dalam peperiksaan itu.",umum,"['ruginya', 'sayangnya', 'celakanya']",False
agaknya,agak,neutral,0,kata keterangan,Barangkali; mungkin; kiranya.,Agaknya dia tidak akan datang.,umum,"['mungkin', 'barangkali', 'kiranya']",False
undang2,undang-undang,neutral,0,kata nama,"Singkatan tidak rasmi kepada 'undang-undang', bermaksud peraturan yang ditetapkan oleh pihak berkuasa.",Semua rakyat perlu mematuhi undang2. (Semua rakyat perlu mematuhi undang-undang.),"undang-undang, politik","['peraturan', 'akta', 'hukum']",True
sepatutnya,patut,neutral,0.1,kata keterangan,Seharusnya; sewajarnya; selayaknya.,Kita sepatutnya bekerjasama.,umum,"['seharusnya', 'sewajarnya', 'selayaknya']",False
Bahasa,bahasa,neutral,0,kata nama,Sistem komunikasi yang digunakan oleh manusia untuk menyatakan buah fikiran.,Bahasa Melayu ialah bahasa rasmi negara kita.,"linguistik, pendidikan","['lisan', 'tutur kata', 'dialek']",True
keras,keras,neutral,0,kata sifat,"Tidak mudah pecah, bengkok, atau berubah bentuk; gigih; kuat; tegas.",Batu itu sangat keras.,umum,"['liat', 'padu', 'kuat']",True
penyamun...,samun,negative,-0.9,kata nama,Orang yang melakukan perbuatan menyamun (merompak).,Penyamun itu berjaya diberkas polis.,jenayah,"['perompak', 'pencuri', 'lanun']",True
Syukur,syukur,positive,0.8,kata nama,Perasaan berterima kasih atau gembira atas nikmat atau kebaikan yang diterima.,"Syukur alhamdulillah, kami selamat sampai.","agama, umum","['terima kasih', 'berterima kasih', 'gembira']",True
KORUT😎,Korea Utara,neutral,0,kata nama,Singkatan tidak rasmi kepada 'Korea Utara'.,Situasi di KORUT sentiasa tegang.,"politik, geografi","['Pyongyang', 'Korea']",True
ko..,engkau,neutral,0,kata ganti nama diri kedua,"Singkatan tidak rasmi kepada 'engkau' atau 'awak', merujuk kepada orang kedua.",Ko nak pergi mana? (Engkau/Awak nak pergi mana?),"umum, informal","['engkau', 'awak', 'anda']",True
enak,enak,positive,0.7,kata sifat,Sedap; nyaman; selesa.,Makanan ini sangat enak.,umum,"['sedap', 'lazat', 'nyaman']",True
kaki.,kaki,neutral,0,kata nama,Anggota badan di bahagian bawah yang digunakan untuk berjalan atau berdiri.,Dia terpijak duri dan kakinya sakit.,"anatomi, umum","['tapak', 'anggota', 'tungkai']",True
dri,dari,neutral,0,kata sendi nama,"Singkatan tidak rasmi kepada 'dari', menunjukkan asal, tempat permulaan, atau masa.",Dia datang dri rumah. (Dia datang dari rumah.),"umum, informal","['dari', 'daripada']",False
mampus.,mampus,negative,-0.9,kata kerja,Mati (digunakan secara kasar atau untuk binatang); mati sepenuhnya; binasa.,Orang yang tidak bersalah itu hampir mampus dilanggar.,"umum, kasar","['mati', 'meninggal', 'binasa']",False
